,Age,Gender,Education_Level,Job_Title,Years_of_Experience,Salary,Country,Race,Continent,Experience_Range,Race_Category,Latitude,Longitude
3252,36,Male,PhD,Senior Data Scientist,12,170000,Canada,Black,America,41913,Black,56.130366,106.346771
3253,30,Female,Bachelor's Degree,Software Engineer,5,90000,USA,White,America,45174,White,37.09024,-95.712891
3254,29,Male,Bachelor's Degree,Front End Developer,4,80000,USA,African American,America,45174,Black,37.09024,-95.712891
3255,42,Male,Master's Degree,Product Manager,14,180000,Canada,White,America,15-19,White,56.130366,106.346771
3256,26,Male,Bachelor's Degree,Software Developer,2,60000,Australia,Australian,Oceania,0-4,White,25.274398,133.775136
3257,35,Female,Master's Degree,Data Analyst,9,120000,Canada,White,America,41913,White,56.130366,106.346771
3258,27,Female,Bachelor's Degree,Software Engineer,3,70000,UK,Welsh,Europe,45174,White,55.378051,-3.435973
3259,48,Male,PhD,Director of Data Science,18,210000,USA,White,America,20-24,White,37.09024,-95.712891
3260,34,Male,Master's Degree,Data Scientist,9,140000,UK,Welsh,Europe,41913,White,55.378051,-3.435973
3261,30,Female,Bachelor's Degree,Software Engineer,4,80000,USA,Asian,America,45174,Asian,37.09024,-95.712891
3262,29,Male,Bachelor's Degree,Front End Developer,3,70000,UK,Welsh,Europe,45174,White,55.378051,-3.435973
3263,42,Male,Master's Degree,Product Manager,14,180000,USA,Hispanic,America,15-19,Other,37.09024,-95.712891
3264,26,Male,Bachelor's Degree,Software Developer,2,60000,USA,African American,America,0-4,Black,37.09024,-95.712891
3265,35,Female,Master's Degree,Data Analyst,9,120000,UK,White,Europe,41913,White,55.378051,-3.435973
3266,27,Female,Bachelor's Degree,Software Engineer,3,70000,USA,Asian,America,45174,Asian,37.09024,-95.712891
3267,48,Male,PhD,Director of Data Science,18,210000,UK,Welsh,Europe,20-24,White,55.378051,-3.435973
3268,34,Male,Master's Degree,Data Scientist,9,140000,China,Chinese,Asia,41913,Asian,35.86166,"104.195397	"
3269,23,Female,Bachelor's Degree,Software Engineer,1,50000,Canada,Asian,America,0-4,Asian,56.130366,106.346771
3270,32,Male,Master's Degree,Product Manager,7,110000,USA,African American,America,45174,Black,37.09024,-95.712891
3271,25,Female,Master's Degree,Software Engineer,2,60000,Canada,Asian,America,0-4,Asian,56.130366,106.346771
3272,37,Male,Bachelor's Degree,Data Analyst,11,160000,UK,Mixed,Europe,41913,Other,55.378051,-3.435973
3273,28,Male,Bachelor's Degree,Software Engineer,4,75000,UK,Asian,Europe,45174,Asian,55.378051,-3.435973
3274,41,Female,PhD,Director of Data Science,16,200000,Australia,Asian,Oceania,15-19,Asian,25.274398,133.775136
3275,34,Male,Master's Degree,Data Analyst,8,100000,Australia,Asian,Oceania,41913,Asian,25.274398,133.775136
3276,24,Female,Bachelor's Degree,Software Developer,2,55000,Australia,White,Oceania,0-4,White,25.274398,133.775136
3277,36,Male,PhD,Senior Data Scientist,12,170000,UK,White,Europe,41913,White,55.378051,-3.435973
3278,30,Female,Bachelor's Degree,Software Engineer,5,90000,China,White,Asia,45174,White,35.86166,"104.195397	"
3279,29,Male,Bachelor's Degree,Front End Developer,4,80000,Canada,Black,America,45174,Black,56.130366,106.346771
3280,42,Male,Master's Degree,Product Manager,14,180000,Australia,Australian,Oceania,15-19,White,25.274398,133.775136
3281,26,Male,Bachelor's Degree,Software Developer,2,60000,UK,White,Europe,0-4,White,55.378051,-3.435973
3282,35,Female,Master's Degree,Data Analyst,9,120000,Australia,White,Oceania,41913,White,25.274398,133.775136
3283,27,Female,Bachelor's Degree,Software Engineer,3,70000,USA,African American,America,45174,Black,37.09024,-95.712891
3284,48,Male,PhD,Director of Data Science,18,210000,Australia,Australian,Oceania,20-24,White,25.274398,133.775136
3285,34,Male,Master's Degree,Data Scientist,9,140000,Australia,White,Oceania,41913,White,25.274398,133.775136
3286,23,Female,Bachelor's Degree,Software Engineer,1,50000,Australia,Australian,Oceania,0-4,White,25.274398,133.775136
3287,32,Male,Master's Degree,Product Manager,7,110000,China,Korean,Asia,45174,Asian,35.86166,"104.195397	"
3288,25,Female,Master's Degree,Software Engineer,2,60000,UK,White,Europe,0-4,White,55.378051,-3.435973
3289,37,Male,Bachelor's Degree,Data Analyst,11,160000,UK,White,Europe,41913,White,55.378051,-3.435973
3290,28,Male,Bachelor's Degree,Software Engineer,4,75000,USA,African American,America,45174,Black,37.09024,-95.712891
3291,41,Female,PhD,Director of Data Science,16,200000,China,Korean,Asia,15-19,Asian,35.86166,"104.195397	"
3292,34,Male,Master's Degree,Data Analyst,8,100000,USA,Asian,America,41913,Asian,37.09024,-95.712891
3293,24,Female,Bachelor's Degree,Software Developer,2,55000,UK,White,Europe,0-4,White,55.378051,-3.435973
3294,36,Male,PhD,Senior Data Scientist,12,170000,Australia,White,Oceania,41913,White,25.274398,133.775136
3295,30,Female,Bachelor's Degree,Software Engineer,5,90000,USA,White,America,45174,White,37.09024,-95.712891
3296,29,Male,Bachelor's Degree,Front End Developer,4,80000,Canada,White,America,45174,White,56.130366,106.346771
3297,42,Male,Master's Degree,Product Manager,14,180000,Australia,White,Oceania,15-19,White,25.274398,133.775136
3298,26,Male,Bachelor's Degree,Software Developer,2,60000,Australia,Australian,Oceania,0-4,White,25.274398,133.775136
3299,35,Female,Master's Degree,Data Analyst,9,120000,China,Korean,Asia,41913,Asian,35.86166,"104.195397	"
3300,27,Female,Bachelor's Degree,Software Engineer,3,70000,Australia,Asian,Oceania,45174,Asian,25.274398,133.775136
3301,48,Male,PhD,Director of Data Science,18,210000,USA,White,America,20-24,White,37.09024,-95.712891
3302,34,Male,Master's Degree,Data Scientist,9,140000,China,Chinese,Asia,41913,Asian,35.86166,"104.195397	"
3303,23,Female,Bachelor's Degree,Software Engineer,1,50000,Canada,White,America,0-4,White,56.130366,106.346771
3304,32,Male,Master's Degree,Product Manager,7,110000,Australia,Asian,Oceania,45174,Asian,25.274398,133.775136
3305,25,Female,Master's Degree,Software Engineer,2,60000,China,Chinese,Asia,0-4,Asian,35.86166,"104.195397	"
3306,37,Male,Bachelor's Degree,Data Analyst,11,160000,China,White,Asia,41913,White,35.86166,"104.195397	"
3307,28,Male,Bachelor's Degree,Software Engineer,4,75000,Canada,Asian,America,45174,Asian,56.130366,106.346771
3308,41,Female,PhD,Director of Data Science,16,200000,UK,Mixed,Europe,15-19,Other,55.378051,-3.435973
3309,34,Male,Master's Degree,Data Analyst,8,100000,UK,Welsh,Europe,41913,White,55.378051,-3.435973
3310,24,Female,Bachelor's Degree,Software Developer,2,55000,Canada,White,America,0-4,White,56.130366,106.346771
3311,36,Male,PhD,Senior Data Scientist,12,170000,USA,Asian,America,41913,Asian,37.09024,-95.712891
3312,30,Female,Bachelor's Degree,Software Engineer,5,90000,Canada,Asian,America,45174,Asian,56.130366,106.346771
3313,29,Male,Bachelor's Degree,Front End Developer,4,80000,USA,Asian,America,45174,Asian,37.09024,-95.712891
3314,42,Male,Master's Degree,Product Manager,14,180000,UK,White,Europe,15-19,White,55.378051,-3.435973
3315,26,Male,Bachelor's Degree,Software Developer,2,60000,UK,Welsh,Europe,0-4,White,55.378051,-3.435973
3316,35,Female,Master's Degree,Data Analyst,9,120000,USA,White,America,41913,White,37.09024,-95.712891
3317,27,Female,Bachelor's Degree,Software Engineer,3,70000,USA,Asian,America,45174,Asian,37.09024,-95.712891
3318,48,Male,PhD,Director of Data Science,18,210000,China,Chinese,Asia,20-24,Asian,35.86166,"104.195397	"
3319,34,Male,Master's Degree,Data Scientist,9,140000,USA,Hispanic,America,41913,Other,37.09024,-95.712891
3320,23,Female,Bachelor's Degree,Software Engineer,1,50000,Canada,Black,America,0-4,Black,56.130366,106.346771
3321,32,Male,Master's Degree,Product Manager,7,110000,Canada,Black,America,45174,Black,56.130366,106.346771
3322,25,Female,Master's Degree,Software Engineer,2,60000,Canada,Black,America,0-4,Black,56.130366,106.346771
3323,37,Male,Bachelor's Degree,Data Analyst,11,160000,Canada,Black,America,41913,Black,56.130366,106.346771
3324,28,Male,Bachelor's Degree,Software Engineer,4,75000,Australia,Australian,Oceania,45174,White,25.274398,133.775136
3325,41,Female,PhD,Director of Data Science,16,200000,Canada,White,America,15-19,White,56.130366,106.346771
3326,34,Male,Master's Degree,Data Analyst,8,100000,Australia,Australian,Oceania,41913,White,25.274398,133.775136
3327,24,Female,Bachelor's Degree,Software Developer,2,55000,UK,Welsh,Europe,0-4,White,55.378051,-3.435973
3328,36,Male,PhD,Senior Data Scientist,12,170000,Canada,Asian,America,41913,Asian,56.130366,106.346771
3329,30,Female,Bachelor's Degree,Software Engineer,5,90000,Australia,White,Oceania,45174,White,25.274398,133.775136
3330,29,Male,Bachelor's Degree,Front End Developer,4,80000,UK,Asian,Europe,45174,Asian,55.378051,-3.435973
3331,42,Male,Master's Degree,Product Manager,14,180000,UK,Welsh,Europe,15-19,White,55.378051,-3.435973
3332,26,Male,Bachelor's Degree,Software Developer,2,60000,Australia,White,Oceania,0-4,White,25.274398,133.775136
3333,35,Female,Master's Degree,Data Analyst,9,120000,UK,Asian,Europe,41913,Asian,55.378051,-3.435973
3334,27,Female,Bachelor's Degree,Software Engineer,3,70000,Australia,Asian,Oceania,45174,Asian,25.274398,133.775136
3335,48,Male,PhD,Director of Data Science,18,210000,Canada,White,America,20-24,White,56.130366,106.346771
3336,34,Male,Master's Degree,Data Scientist,9,140000,Canada,Black,America,41913,Black,56.130366,106.346771
3337,23,Female,Bachelor's Degree,Software Engineer,1,50000,UK,Asian,Europe,0-4,Asian,55.378051,-3.435973
3338,32,Male,Master's Degree,Product Manager,7,110000,UK,White,Europe,45174,White,55.378051,-3.435973
3339,25,Female,Master's Degree,Software Engineer,2,60000,China,Korean,Asia,0-4,Asian,35.86166,"104.195397	"
3340,37,Male,Bachelor's Degree,Data Analyst,11,160000,USA,African American,America,41913,Black,37.09024,-95.712891
3341,28,Male,Bachelor's Degree,Software Engineer,4,75000,USA,Hispanic,America,45174,Other,37.09024,-95.712891
3342,41,Female,PhD,Director of Data Science,16,200000,China,Korean,Asia,15-19,Asian,35.86166,"104.195397	"
3343,34,Male,Master's Degree,Data Analyst,8,100000,USA,African American,America,41913,Black,37.09024,-95.712891
3344,24,Female,Bachelor's Degree,Software Developer,2,55000,Australia,Australian,Oceania,0-4,White,25.274398,133.775136
3345,36,Male,PhD,Senior Data Scientist,12,170000,China,White,Asia,41913,White,35.86166,"104.195397	"
3346,30,Female,Bachelor's Degree,Software Engineer,5,90000,USA,Hispanic,America,45174,Other,37.09024,-95.712891
3347,29,Male,Bachelor's Degree,Front End Developer,4,80000,USA,Asian,America,45174,Asian,37.09024,-95.712891
3348,42,Male,Master's Degree,Product Manager,14,180000,Australia,White,Oceania,15-19,White,25.274398,133.775136
3349,26,Male,Bachelor's Degree,Software Developer,2,60000,Canada,Asian,America,0-4,Asian,56.130366,106.346771
3350,35,Female,Master's Degree,Data Analyst,9,120000,China,White,Asia,41913,White,35.86166,"104.195397	"
3351,27,Female,Bachelor's Degree,Software Engineer,3,70000,Australia,White,Oceania,45174,White,25.274398,133.775136
3352,48,Male,PhD,Director of Data Science,18,210000,Canada,Black,America,20-24,Black,56.130366,106.346771
3353,34,Male,Master's Degree,Data Scientist,9,140000,UK,Mixed,Europe,41913,Other,55.378051,-3.435973
3354,23,Female,Bachelor's Degree,Software Engineer,1,50000,Australia,White,Oceania,0-4,White,25.274398,133.775136
3355,32,Male,Master's Degree,Product Manager,7,110000,Australia,Australian,Oceania,45174,White,25.274398,133.775136
3356,25,Female,Master's Degree,Software Engineer,2,60000,USA,White,America,0-4,White,37.09024,-95.712891
3357,37,Male,Bachelor's Degree,Data Analyst,11,160000,Australia,Australian,Oceania,41913,White,25.274398,133.775136
3358,28,Male,Bachelor's Degree,Software Engineer,4,75000,USA,Hispanic,America,45174,Other,37.09024,-95.712891
3359,41,Female,PhD,Director of Data Science,16,200000,USA,African American,America,15-19,Black,37.09024,-95.712891
3360,34,Male,Master's Degree,Data Analyst,8,100000,China,Korean,Asia,41913,Asian,35.86166,"104.195397	"
3361,24,Female,Bachelor's Degree,Software Developer,2,55000,Australia,Asian,Oceania,0-4,Asian,25.274398,133.775136
3362,36,Male,PhD,Senior Data Scientist,12,170000,UK,Asian,Europe,41913,Asian,55.378051,-3.435973
3363,30,Female,Bachelor's Degree,Software Engineer,5,90000,Canada,White,America,45174,White,56.130366,106.346771
3364,29,Male,Bachelor's Degree,Front End Developer,4,80000,China,Chinese,Asia,45174,Asian,35.86166,"104.195397	"
3365,42,Male,Master's Degree,Product Manager,14,180000,USA,White,America,15-19,White,37.09024,-95.712891
3366,26,Male,Bachelor's Degree,Software Developer,2,60000,UK,Mixed,Europe,0-4,Other,55.378051,-3.435973
3367,35,Female,Master's Degree,Data Analyst,9,120000,China,White,Asia,41913,White,35.86166,"104.195397	"
3368,27,Female,Bachelor's Degree,Software Engineer,3,70000,Canada,White,America,45174,White,56.130366,106.346771
3369,48,Male,PhD,Director of Data Science,18,210000,Canada,Asian,America,20-24,Asian,56.130366,106.346771
3370,34,Male,Master's Degree,Data Scientist,9,140000,Australia,Asian,Oceania,41913,Asian,25.274398,133.775136
3371,23,Female,Bachelor's Degree,Software Engineer,1,50000,China,White,Asia,0-4,White,35.86166,"104.195397	"
3372,32,Male,Master's Degree,Product Manager,7,110000,USA,Hispanic,America,45174,Other,37.09024,-95.712891
3373,25,Female,Master's Degree,Software Engineer,2,60000,UK,White,Europe,0-4,White,55.378051,-3.435973
3374,37,Male,Bachelor's Degree,Data Analyst,11,160000,USA,African American,America,41913,Black,37.09024,-95.712891
3375,28,Male,Bachelor's Degree,Software Engineer,4,75000,China,Chinese,Asia,45174,Asian,35.86166,"104.195397	"
3376,41,Female,PhD,Director of Data Science,16,200000,Canada,White,America,15-19,White,56.130366,106.346771
3377,34,Male,Master's Degree,Data Analyst,8,100000,USA,Hispanic,America,41913,Other,37.09024,-95.712891
3378,24,Female,Bachelor's Degree,Software Developer,2,55000,Canada,Black,America,0-4,Black,56.130366,106.346771
3379,36,Male,PhD,Senior Data Scientist,12,170000,China,Chinese,Asia,41913,Asian,35.86166,"104.195397	"
3380,30,Female,Bachelor's Degree,Software Engineer,5,90000,USA,African American,America,45174,Black,37.09024,-95.712891
3381,29,Male,Bachelor's Degree,Front End Developer,4,80000,Canada,White,America,45174,White,56.130366,106.346771
3382,42,Male,Master's Degree,Product Manager,14,180000,USA,White,America,15-19,White,37.09024,-95.712891
3383,26,Male,Bachelor's Degree,Software Developer,2,60000,China,Chinese,Asia,0-4,Asian,35.86166,"104.195397	"
3384,35,Female,Master's Degree,Data Analyst,9,120000,USA,White,America,41913,White,37.09024,-95.712891
3385,28,Male,Master's Degree,Web Developer,5,80000,UK,Asian,Europe,45174,Asian,55.378051,-3.435973
3386,30,Female,Bachelor's Degree,Junior HR Coordinator,4,60000,Canada,White,America,45174,White,56.130366,106.346771
3387,25,Male,Bachelor's Degree,Junior Web Developer,2,50000,China,White,Asia,0-4,White,35.86166,"104.195397	"
3388,45,Female,Master's Degree,Senior Human Resources Manager,18,160000,Canada,Asian,America,20-24,Asian,56.130366,106.346771
3389,33,Male,PhD,Director of HR,9,120000,Australia,Asian,Oceania,41913,Asian,25.274398,133.775136
3390,22,Female,High School,Junior HR Generalist,0,40000,USA,Hispanic,America,0-4,Other,37.09024,-95.712891
3391,36,Male,Bachelor's Degree,Web Developer,10,100000,Australia,Australian,Oceania,41913,White,25.274398,133.775136
3392,29,Female,Master's Degree,Senior HR Generalist,4,75000,Canada,Black,America,45174,Black,56.130366,106.346771
3393,42,Male,PhD,Director of HR,16,140000,Australia,Australian,Oceania,15-19,White,25.274398,133.775136
3394,27,Female,Bachelor's Degree,Junior HR Coordinator,2,50000,Australia,Australian,Oceania,0-4,White,25.274398,133.775136
3395,38,Male,Master's Degree,Senior Human Resources Manager,11,110000,UK,Asian,Europe,41913,Asian,55.378051,-3.435973
3396,24,Female,Bachelor's Degree,Web Developer,1,45000,USA,Hispanic,America,0-4,Other,37.09024,-95.712891
3397,31,Male,High School,Junior Web Developer,4,55000,UK,Mixed,Europe,45174,Other,55.378051,-3.435973
3398,39,Female,PhD,Director of HR,13,130000,USA,Asian,America,15-19,Asian,37.09024,-95.712891
3399,26,Male,Bachelor's Degree,Junior HR Generalist,2,50000,China,White,Asia,0-4,White,35.86166,"104.195397	"
3400,32,Female,Master's Degree,Senior HR Generalist,7,80000,USA,White,America,45174,White,37.09024,-95.712891
3401,32,Male,Bachelor's Degree,Junior Web Developer,2,45000,China,White,Asia,0-4,White,35.86166,"104.195397	"
3402,24,Female,High School,Junior HR Generalist,1,32000,USA,Hispanic,America,0-4,Other,37.09024,-95.712891
3403,45,Male,PhD,Senior Human Resources Manager,12,120000,USA,Asian,America,41913,Asian,37.09024,-95.712891
3404,29,Female,Master's Degree,Web Developer,4,65000,USA,White,America,45174,White,37.09024,-95.712891
3405,38,Male,Bachelor's Degree,Senior HR Generalist,8,95000,China,White,Asia,41913,White,35.86166,"104.195397	"
3406,27,Female,Master's Degree,Director of HR,5,80000,USA,White,America,45174,White,37.09024,-95.712891
3407,31,Female,High School,Junior HR Coordinator,3,38000,Canada,White,America,45174,White,56.130366,106.346771
3408,42,Male,Master's Degree,Web Developer,10,110000,Canada,White,America,41913,White,56.130366,106.346771
3409,26,Female,Bachelor's Degree,Junior Web Developer,2,45000,USA,White,America,0-4,White,37.09024,-95.712891
3410,36,Male,Master's Degree,Senior HR Generalist,7,89000,Canada,Black,America,45174,Black,56.130366,106.346771
3411,28,Male,High School,Junior HR Generalist,1,32000,USA,Hispanic,America,0-4,Other,37.09024,-95.712891
3412,33,Female,Bachelor's Degree,Web Developer,5,70000,UK,Welsh,Europe,45174,White,55.378051,-3.435973
3413,46,Male,PhD,Director of HR,15,150000,Australia,Australian,Oceania,15-19,White,25.274398,133.775136
3414,25,Female,Bachelor's Degree,Junior Web Developer,1,40000,Australia,Australian,Oceania,0-4,White,25.274398,133.775136
3415,37,Female,Master's Degree,Senior Human Resources Manager,9,105000,Australia,White,Oceania,41913,White,25.274398,133.775136
3416,30,Male,Master's Degree,Web Developer,4,65000,USA,White,America,45174,White,37.09024,-95.712891
3417,43,Female,PhD,Director of HR,14,140000,UK,Welsh,Europe,15-19,White,55.378051,-3.435973
3418,34,Male,Bachelor's Degree,Junior Web Developer,3,50000,Australia,Asian,Oceania,45174,Asian,25.274398,133.775136
3419,26,Female,High School,Junior HR Generalist,2,35000,USA,White,America,0-4,White,37.09024,-95.712891
3420,41,Male,Master's Degree,Senior HR Generalist,11,115000,China,Chinese,Asia,41913,Asian,35.86166,"104.195397	"
3421,29,Female,Master's Degree,Web Developer,5,70000,Australia,White,Oceania,45174,White,25.274398,133.775136
3422,35,Male,Bachelor's Degree,Web Developer,6,80000,USA,White,America,45174,White,37.09024,-95.712891
3423,27,Female,High School,Junior HR Coordinator,1,30000,Australia,Australian,Oceania,0-4,White,25.274398,133.775136
3424,40,Male,PhD,Director of HR,13,135000,Canada,Black,America,15-19,Black,56.130366,106.346771
3425,23,Female,Bachelor's Degree,Junior Web Developer,1,40000,Australia,White,Oceania,0-4,White,25.274398,133.775136
3426,39,Male,Master's Degree,Senior HR Generalist,10,105000,USA,Asian,America,41913,Asian,37.09024,-95.712891
3427,31,Male,High School,Junior HR Generalist,2,35000,Canada,White,America,0-4,White,56.130366,106.346771
3428,44,Female,PhD,Senior Human Resources Manager,12,120000,China,Chinese,Asia,41913,Asian,35.86166,"104.195397	"
3429,28,Male,Master's Degree,Web Developer,3,55000,UK,White,Europe,45174,White,55.378051,-3.435973
3430,32,Female,Bachelor's Degree,Junior Web Developer,2,45000,Canada,Asian,America,0-4,Asian,56.130366,106.346771
3431,45,Male,Master's Degree,Director of HR,14,140000,Canada,Asian,America,15-19,Asian,56.130366,106.346771
3432,26,Female,Bachelor's Degree,Web Developer,3,55000,Australia,Asian,Oceania,45174,Asian,25.274398,133.775136
3433,38,Male,PhD,Senior Human Resources Manager,11,115000,Australia,White,Oceania,41913,White,25.274398,133.775136
3434,27,Female,Master's Degree,Senior HR Generalist,4,70000,Canada,White,America,45174,White,56.130366,106.346771
3435,33,Male,High School,Junior HR Coordinator,3,38000,Australia,Australian,Oceania,45174,White,25.274398,133.775136
3436,42,Female,Master's Degree,Director of HR,13,135000,China,Chinese,Asia,15-19,Asian,35.86166,"104.195397	"
3437,29,Male,Bachelor's Degree,Junior Web Developer,2,45000,Canada,White,America,0-4,White,56.130366,106.346771
3438,36,Female,Master's Degree,Web Developer,7,85000,Canada,Black,America,45174,Black,56.130366,106.346771
3439,30,Male,High School,Junior HR Generalist,1,32000,USA,Asian,America,0-4,Asian,37.09024,-95.712891
3440,43,Female,PhD,Senior Human Resources Manager,15,150000,UK,Welsh,Europe,15-19,White,55.378051,-3.435973
3441,34,Male,Bachelor's Degree,Web Developer,4,65000,Canada,White,America,45174,White,56.130366,106.346771
3442,25,Female,Master's Degree,Junior HR Generalist,1,32000,USA,Asian,America,0-4,Asian,37.09024,-95.712891
3443,37,Male,PhD,Director of HR,12,120000,UK,Asian,Europe,41913,Asian,55.378051,-3.435973
3444,24,Female,Bachelor's Degree,Junior Web Developer,1,40000,Australia,Australian,Oceania,0-4,White,25.274398,133.775136
3445,39,Male,Master's Degree,Senior HR Generalist,9,95000,China,White,Asia,41913,White,35.86166,"104.195397	"
3446,31,Male,High School,Junior HR Generalist,2,35000,USA,African American,America,0-4,Black,37.09024,-95.712891
3447,44,Female,PhD,Director of HR,14,140000,Australia,White,Oceania,15-19,White,25.274398,133.775136
3448,28,Male,Bachelor's Degree,Web Developer,3,55000,China,Korean,Asia,45174,Asian,35.86166,"104.195397	"
3449,32,Female,Master's Degree,Senior Human Resources Manager,6,80000,China,Korean,Asia,45174,Asian,35.86166,"104.195397	"
3450,45,Male,PhD,Director of HR,13,135000,UK,Asian,Europe,15-19,Asian,55.378051,-3.435973
3451,26,Female,Bachelor's Degree,Junior Web Developer,2,45000,Canada,Asian,America,0-4,Asian,56.130366,106.346771
3452,38,Male,Master's Degree,Senior HR Generalist,8,95000,USA,Hispanic,America,41913,Other,37.09024,-95.712891
3453,27,Female,High School,Junior HR Generalist,1,32000,UK,White,Europe,0-4,White,55.378051,-3.435973
3454,33,Male,Bachelor's Degree,Web Developer,5,70000,China,Chinese,Asia,45174,Asian,35.86166,"104.195397	"
3455,42,Female,Master's Degree,Director of HR,12,120000,Canada,Asian,America,41913,Asian,56.130366,106.346771
3456,29,Male,Master's Degree,Senior Human Resources Manager,4,70000,Canada,Asian,America,45174,Asian,56.130366,106.346771
3457,36,Female,Master's Degree,Web Developer,7,85000,USA,African American,America,45174,Black,37.09024,-95.712891
3458,30,Male,High School,Junior HR Coordinator,2,33000,Australia,Asian,Oceania,0-4,Asian,25.274398,133.775136
3459,43,Female,PhD,Senior Human Resources Manager,15,150000,Australia,Asian,Oceania,15-19,Asian,25.274398,133.775136
3460,34,Male,Bachelor's Degree,Junior Web Developer,3,50000,UK,Mixed,Europe,45174,Other,55.378051,-3.435973
3461,25,Female,Master's Degree,Junior HR Generalist,1,32000,UK,Mixed,Europe,0-4,Other,55.378051,-3.435973
3462,37,Male,PhD,Director of HR,11,115000,UK,Asian,Europe,41913,Asian,55.378051,-3.435973
3463,24,Female,Bachelor's Degree,Web Developer,1,40000,Australia,Australian,Oceania,0-4,White,25.274398,133.775136
3464,39,Male,Master's Degree,Senior HR Generalist,10,105000,UK,Welsh,Europe,41913,White,55.378051,-3.435973
3465,31,Male,High School,Junior HR Generalist,2,35000,UK,Mixed,Europe,0-4,Other,55.378051,-3.435973
3466,44,Female,PhD,Director of HR,13,135000,China,White,Asia,15-19,White,35.86166,"104.195397	"
3467,28,Male,Bachelor's Degree,Web Developer,4,65000,UK,White,Europe,45174,White,55.378051,-3.435973
3468,32,Female,Master's Degree,Senior Human Resources Manager,6,80000,Australia,White,Oceania,45174,White,25.274398,133.775136
3469,45,Male,PhD,Director of HR,14,140000,USA,African American,America,15-19,Black,37.09024,-95.712891
3470,26,Female,Bachelor's Degree,Junior Web Developer,2,45000,China,Korean,Asia,0-4,Asian,35.86166,"104.195397	"
3471,38,Male,Master's Degree,Senior HR Generalist,8,95000,UK,Welsh,Europe,41913,White,55.378051,-3.435973
3472,27,Female,High School,Junior HR Generalist,1,32000,Canada,Asian,America,0-4,Asian,56.130366,106.346771
3473,33,Male,Bachelor's Degree,Web Developer,5,70000,UK,Mixed,Europe,45174,Other,55.378051,-3.435973
3474,42,Female,Master's Degree,Director of HR,12,120000,Canada,White,America,41913,White,56.130366,106.346771
3475,29,Male,Master's Degree,Senior Human Resources Manager,4,70000,China,White,Asia,45174,White,35.86166,"104.195397	"
3476,36,Female,Master's Degree,Web Developer,7,85000,UK,Asian,Europe,45174,Asian,55.378051,-3.435973
3477,30,Male,High School,Junior HR Coordinator,2,33000,Australia,Australian,Oceania,0-4,White,25.274398,133.775136
3478,43,Female,PhD,Senior Human Resources Manager,15,150000,UK,White,Europe,15-19,White,55.378051,-3.435973
3479,34,Male,Bachelor's Degree,Junior Web Developer,3,50000,Australia,Australian,Oceania,45174,White,25.274398,133.775136
3480,25,Female,Master's Degree,Junior HR Generalist,1,32000,China,Chinese,Asia,0-4,Asian,35.86166,"104.195397	"
3481,37,Male,PhD,Director of HR,11,115000,Canada,Black,America,41913,Black,56.130366,106.346771
3482,24,Female,Bachelor's Degree,Web Developer,1,40000,USA,Hispanic,America,0-4,Other,37.09024,-95.712891
3483,39,Male,Master's Degree,Senior HR Generalist,10,105000,Australia,White,Oceania,41913,White,25.274398,133.775136
3484,31,Male,High School,Junior HR Generalist,2,35000,Canada,White,America,0-4,White,56.130366,106.346771
3485,44,Female,PhD,Director of HR,13,135000,UK,Welsh,Europe,15-19,White,55.378051,-3.435973
3486,28,Male,Bachelor's Degree,Web Developer,4,65000,Canada,White,America,45174,White,56.130366,106.346771
3487,32,Female,Master's Degree,Senior Human Resources Manager,6,80000,Australia,Australian,Oceania,45174,White,25.274398,133.775136
3488,45,Male,PhD,Director of HR,14,140000,UK,Asian,Europe,15-19,Asian,55.378051,-3.435973
3489,26,Female,Bachelor's Degree,Junior Web Developer,2,45000,China,Korean,Asia,0-4,Asian,35.86166,"104.195397	"
3490,38,Male,Master's Degree,Senior HR Generalist,8,95000,UK,Asian,Europe,41913,Asian,55.378051,-3.435973
3491,27,Female,High School,Junior HR Generalist,1,32000,Australia,Australian,Oceania,0-4,White,25.274398,133.775136
3492,33,Male,Bachelor's Degree,Web Developer,5,70000,UK,Asian,Europe,45174,Asian,55.378051,-3.435973
3493,42,Female,Master's Degree,Director of HR,12,120000,Australia,Asian,Oceania,41913,Asian,25.274398,133.775136
3494,29,Male,Master's Degree,Senior Human Resources Manager,4,70000,UK,Mixed,Europe,45174,Other,55.378051,-3.435973
3495,36,Female,Master's Degree,Web Developer,7,85000,Australia,Asian,Oceania,45174,Asian,25.274398,133.775136
3496,30,Male,High School,Junior HR Coordinator,2,33000,USA,Hispanic,America,0-4,Other,37.09024,-95.712891
3497,43,Female,PhD,Senior Human Resources Manager,15,150000,Canada,Asian,America,15-19,Asian,56.130366,106.346771
3498,34,Male,Bachelor's Degree,Junior Web Developer,3,50000,China,Chinese,Asia,45174,Asian,35.86166,"104.195397	"
3499,25,Female,Master's Degree,Junior HR Generalist,1,32000,USA,Hispanic,America,0-4,Other,37.09024,-95.712891
3500,37,Male,PhD,Director of HR,11,115000,China,White,Asia,41913,White,35.86166,"104.195397	"
3501,24,Female,Bachelor's Degree,Web Developer,1,40000,China,Chinese,Asia,0-4,Asian,35.86166,"104.195397	"
3502,39,Male,Master's Degree,Senior HR Generalist,10,105000,Australia,Asian,Oceania,41913,Asian,25.274398,133.775136
